Source,Target,Type,Id,Label,timeset,Weight
1558,1917,Directed,105189,,,1
1558,1918,Directed,105190,,,1
1558,1919,Directed,105191,,,1
1558,1922,Directed,105192,,,1
1558,1923,Directed,105193,,,1
1558,1931,Directed,105194,,,1
1558,1934,Directed,105195,,,1
1558,1937,Directed,105196,,,1
1558,1940,Directed,105197,,,1
1559,1560,Directed,105198,,,1
1559,1562,Directed,105199,,,1
1559,1563,Directed,105200,,,1
1559,1568,Directed,105201,,,1
1559,1569,Directed,105202,,,1
1559,1573,Directed,105203,,,1
1559,1579,Directed,105204,,,1
1559,1581,Directed,105205,,,1
1559,1585,Directed,105206,,,1
1559,1592,Directed,105207,,,1
1559,1597,Directed,105208,,,1
1559,1598,Directed,105209,,,1
1559,1601,Directed,105210,,,1
1559,1603,Directed,105211,,,1
1559,1607,Directed,105212,,,1
1559,1608,Directed,105213,,,1
1559,1610,Directed,105214,,,1
1559,1614,Directed,105215,,,1
1559,1617,Directed,105216,,,1
1559,1620,Directed,105217,,,1
1559,1629,Directed,105218,,,1
1559,1632,Directed,105219,,,1
1559,1639,Directed,105220,,,1
1559,1643,Directed,105221,,,1
1559,1647,Directed,105222,,,1
1559,1650,Directed,105223,,,1
1559,1654,Directed,105224,,,1
1559,1666,Directed,105225,,,1
1559,1674,Directed,105226,,,1
1559,1675,Directed,105227,,,1
1559,1678,Directed,105228,,,1
1559,1682,Directed,105229,,,1
1559,1683,Directed,105230,,,1
1559,1684,Directed,105231,,,1
1559,1693,Directed,105232,,,1
1559,1695,Directed,105233,,,1
1559,1696,Directed,105234,,,1
1559,1697,Directed,105235,,,1
1559,1701,Directed,105236,,,1
1559,1707,Directed,105237,,,1
1559,1710,Directed,105238,,,1
1559,1711,Directed,105239,,,1
1559,1712,Directed,105240,,,1
1559,1714,Directed,105241,,,1
1559,1715,Directed,105242,,,1
1559,1717,Directed,105243,,,1
1559,1720,Directed,105244,,,1
1559,1722,Directed,105245,,,1
1559,1726,Directed,105246,,,1
1559,1728,Directed,105247,,,1
1559,1729,Directed,105248,,,1
1559,1731,Directed,105249,,,1
1559,1733,Directed,105250,,,1
1559,1734,Directed,105251,,,1
1559,1739,Directed,105252,,,1
1559,1741,Directed,105253,,,1
1559,1752,Directed,105254,,,1
1559,1753,Directed,105255,,,1
1559,1756,Directed,105256,,,1
1559,1757,Directed,105257,,,1
1559,1766,Directed,105258,,,1
1559,1768,Directed,105259,,,1
1559,1785,Directed,105260,,,1
1559,1787,Directed,105261,,,1
1559,1789,Directed,105262,,,1
1559,1790,Directed,105263,,,1
1559,1795,Directed,105264,,,1
1559,1800,Directed,105265,,,1
1559,1810,Directed,105266,,,1
1559,1813,Directed,105267,,,1
1559,1821,Directed,105268,,,1
1559,1824,Directed,105269,,,1
1559,1831,Directed,105270,,,1
1559,1835,Directed,105271,,,1
1559,1838,Directed,105272,,,1
1559,1840,Directed,105273,,,1
1559,1846,Directed,105274,,,1
1559,1851,Directed,105275,,,1
1559,1853,Directed,105276,,,1
1559,1860,Directed,105277,,,1
1559,1864,Directed,105278,,,1
1559,1868,Directed,105279,,,1
1559,1870,Directed,105280,,,1
1559,1871,Directed,105281,,,1
1559,1872,Directed,105282,,,1
1559,1883,Directed,105283,,,1
1559,1888,Directed,105284,,,1
1559,1907,Directed,105285,,,1
1559,1913,Directed,105286,,,1
1559,1914,Directed,105287,,,1
1559,1919,Directed,105288,,,1
1559,1921,Directed,105289,,,1
1559,1924,Directed,105290,,,1
1559,1926,Directed,105291,,,1
1559,1927,Directed,105292,,,1
1559,1940,Directed,105293,,,1
1559,1942,Directed,105294,,,1
1560,1561,Directed,105295,,,1
1560,1562,Directed,105296,,,1
1560,1564,Directed,105297,,,1
1560,1566,Directed,105298,,,1
1560,1567,Directed,105299,,,1
1560,1572,Directed,105300,,,1
1560,1576,Directed,105301,,,1
1560,1585,Directed,105302,,,1
1560,1588,Directed,105303,,,1
1560,1594,Directed,105304,,,1
1560,1615,Directed,105305,,,1
1560,1616,Directed,105306,,,1
1560,1624,Directed,105307,,,1
1560,1629,Directed,105308,,,1
1560,1633,Directed,105309,,,1
1560,1634,Directed,105310,,,1
1560,1648,Directed,105311,,,1
1560,1649,Directed,105312,,,1
1560,1658,Directed,105313,,,1
1560,1660,Directed,105314,,,1
1560,1663,Directed,105315,,,1
1560,1671,Directed,105316,,,1
1560,1676,Directed,105317,,,1
1560,1678,Directed,105318,,,1
1560,1682,Directed,105319,,,1
1560,1686,Directed,105320,,,1
1560,1690,Directed,105321,,,1
1560,1702,Directed,105322,,,1
1560,1703,Directed,105323,,,1
1560,1706,Directed,105324,,,1
1560,1708,Directed,105325,,,1
1560,1709,Directed,105326,,,1
1560,1710,Directed,105327,,,1
1560,1712,Directed,105328,,,1
1560,1719,Directed,105329,,,1
1560,1723,Directed,105330,,,1
1560,1734,Directed,105331,,,1
1560,1735,Directed,105332,,,1
1560,1738,Directed,105333,,,1
1560,1755,Directed,105334,,,1
1560,1761,Directed,105335,,,1
1560,1763,Directed,105336,,,1
1560,1769,Directed,105337,,,1
1560,1773,Directed,105338,,,1
1560,1786,Directed,105339,,,1
1560,1793,Directed,105340,,,1
1560,1802,Directed,105341,,,1
1560,1809,Directed,105342,,,1
1560,1823,Directed,105343,,,1
1560,1829,Directed,105344,,,1
1560,1831,Directed,105345,,,1
1560,1834,Directed,105346,,,1
1560,1846,Directed,105347,,,1
1560,1851,Directed,105348,,,1
1560,1859,Directed,105349,,,1
1560,1876,Directed,105350,,,1
1560,1877,Directed,105351,,,1
1560,1879,Directed,105352,,,1
1560,1881,Directed,105353,,,1
1560,1882,Directed,105354,,,1
1560,1883,Directed,105355,,,1
1560,1886,Directed,105356,,,1
1560,1893,Directed,105357,,,1
1560,1895,Directed,105358,,,1
1560,1896,Directed,105359,,,1
1560,1898,Directed,105360,,,1
1560,1899,Directed,105361,,,1
1560,1901,Directed,105362,,,1
1560,1903,Directed,105363,,,1
1560,1905,Directed,105364,,,1
1560,1907,Directed,105365,,,1
1560,1910,Directed,105366,,,1
1560,1911,Directed,105367,,,1
1560,1913,Directed,105368,,,1
1560,1919,Directed,105369,,,1
1560,1923,Directed,105370,,,1
1560,1926,Directed,105371,,,1
1560,1927,Directed,105372,,,1
1560,1932,Directed,105373,,,1
1560,1936,Directed,105374,,,1
1560,1939,Directed,105375,,,1
1561,1562,Directed,105376,,,1
1561,1563,Directed,105377,,,1
1561,1585,Directed,105378,,,1
1561,1590,Directed,105379,,,1
1561,1592,Directed,105380,,,1
1561,1600,Directed,105381,,,1
1561,1601,Directed,105382,,,1
1561,1615,Directed,105383,,,1
1561,1618,Directed,105384,,,1
1561,1622,Directed,105385,,,1
1561,1626,Directed,105386,,,1
1561,1639,Directed,105387,,,1
1561,1645,Directed,105388,,,1
1561,1650,Directed,105389,,,1
1561,1665,Directed,105390,,,1
1561,1670,Directed,105391,,,1
1561,1674,Directed,105392,,,1
1561,1675,Directed,105393,,,1
1561,1679,Directed,105394,,,1
1561,1680,Directed,105395,,,1
1561,1692,Directed,105396,,,1
1561,1702,Directed,105397,,,1
1561,1703,Directed,105398,,,1
1561,1709,Directed,105399,,,1
1561,1710,Directed,105400,,,1
1561,1714,Directed,105401,,,1
1561,1728,Directed,105402,,,1
1561,1730,Directed,105403,,,1
1561,1739,Directed,105404,,,1
1561,1740,Directed,105405,,,1
1561,1741,Directed,105406,,,1
1561,1744,Directed,105407,,,1
1561,1745,Directed,105408,,,1
1561,1747,Directed,105409,,,1
1561,1761,Directed,105410,,,1
1561,1766,Directed,105411,,,1
1561,1770,Directed,105412,,,1
1561,1772,Directed,105413,,,1
1561,1774,Directed,105414,,,1
1561,1777,Directed,105415,,,1
1561,1786,Directed,105416,,,1
1561,1790,Directed,105417,,,1
1561,1793,Directed,105418,,,1
1561,1794,Directed,105419,,,1
1561,1798,Directed,105420,,,1
1561,1799,Directed,105421,,,1
1561,1806,Directed,105422,,,1
1561,1810,Directed,105423,,,1
1561,1812,Directed,105424,,,1
1561,1816,Directed,105425,,,1
1561,1818,Directed,105426,,,1
1561,1819,Directed,105427,,,1
1561,1821,Directed,105428,,,1
1561,1823,Directed,105429,,,1
1561,1825,Directed,105430,,,1
1561,1827,Directed,105431,,,1
1561,1829,Directed,105432,,,1
1561,1830,Directed,105433,,,1
1561,1832,Directed,105434,,,1
1561,1834,Directed,105435,,,1
1561,1835,Directed,105436,,,1
1561,1837,Directed,105437,,,1
1561,1838,Directed,105438,,,1
1561,1839,Directed,105439,,,1
1561,1846,Directed,105440,,,1
1561,1852,Directed,105441,,,1
1561,1857,Directed,105442,,,1
1561,1859,Directed,105443,,,1
1561,1868,Directed,105444,,,1
1561,1870,Directed,105445,,,1
1561,1877,Directed,105446,,,1
1561,1878,Directed,105447,,,1
1561,1886,Directed,105448,,,1
1561,1888,Directed,105449,,,1
1561,1890,Directed,105450,,,1
1561,1894,Directed,105451,,,1
1561,1896,Directed,105452,,,1
1561,1898,Directed,105453,,,1
1561,1900,Directed,105454,,,1
1561,1902,Directed,105455,,,1
1561,1903,Directed,105456,,,1
1561,1906,Directed,105457,,,1
1561,1909,Directed,105458,,,1
1561,1911,Directed,105459,,,1
1561,1916,Directed,105460,,,1
1561,1917,Directed,105461,,,1
1561,1922,Directed,105462,,,1
1561,1936,Directed,105463,,,1
1561,1938,Directed,105464,,,1
1561,1941,Directed,105465,,,1
1562,1574,Directed,105466,,,1
1562,1578,Directed,105467,,,1
1562,1579,Directed,105468,,,1
1562,1583,Directed,105469,,,1
1562,1584,Directed,105470,,,1
1562,1592,Directed,105471,,,1
1562,1601,Directed,105472,,,1
1562,1604,Directed,105473,,,1
1562,1606,Directed,105474,,,1
1562,1613,Directed,105475,,,1
1562,1614,Directed,105476,,,1
1562,1621,Directed,105477,,,1
1562,1624,Directed,105478,,,1
1562,1626,Directed,105479,,,1
1562,1627,Directed,105480,,,1
1562,1630,Directed,105481,,,1
1562,1634,Directed,105482,,,1
1562,1647,Directed,105483,,,1
1562,1648,Directed,105484,,,1
1562,1653,Directed,105485,,,1
1562,1654,Directed,105486,,,1
1562,1655,Directed,105487,,,1
1562,1656,Directed,105488,,,1
1562,1659,Directed,105489,,,1
1562,1660,Directed,105490,,,1
1562,1665,Directed,105491,,,1
1562,1677,Directed,105492,,,1
1562,1680,Directed,105493,,,1
1562,1691,Directed,105494,,,1
1562,1696,Directed,105495,,,1
1562,1701,Directed,105496,,,1
1562,1703,Directed,105497,,,1
1562,1705,Directed,105498,,,1
1562,1706,Directed,105499,,,1
1562,1710,Directed,105500,,,1
1562,1711,Directed,105501,,,1
1562,1712,Directed,105502,,,1
1562,1715,Directed,105503,,,1
1562,1718,Directed,105504,,,1
1562,1721,Directed,105505,,,1
1562,1725,Directed,105506,,,1
1562,1727,Directed,105507,,,1
1562,1730,Directed,105508,,,1
1562,1734,Directed,105509,,,1
1562,1737,Directed,105510,,,1
1562,1740,Directed,105511,,,1
1562,1743,Directed,105512,,,1
1562,1752,Directed,105513,,,1
1562,1754,Directed,105514,,,1
1562,1768,Directed,105515,,,1
1562,1769,Directed,105516,,,1
1562,1770,Directed,105517,,,1
1562,1771,Directed,105518,,,1
1562,1777,Directed,105519,,,1
1562,1780,Directed,105520,,,1
1562,1782,Directed,105521,,,1
1562,1787,Directed,105522,,,1
1562,1792,Directed,105523,,,1
1562,1796,Directed,105524,,,1
1562,1797,Directed,105525,,,1
1562,1798,Directed,105526,,,1
1562,1806,Directed,105527,,,1
1562,1816,Directed,105528,,,1
1562,1817,Directed,105529,,,1
1562,1823,Directed,105530,,,1
1562,1824,Directed,105531,,,1
1562,1835,Directed,105532,,,1
1562,1844,Directed,105533,,,1
1562,1848,Directed,105534,,,1
1562,1854,Directed,105535,,,1
1562,1868,Directed,105536,,,1
1562,1882,Directed,105537,,,1
1562,1883,Directed,105538,,,1
1562,1892,Directed,105539,,,1
1562,1897,Directed,105540,,,1
1562,1900,Directed,105541,,,1
1562,1901,Directed,105542,,,1
1562,1906,Directed,105543,,,1
1562,1909,Directed,105544,,,1
1562,1913,Directed,105545,,,1
1562,1916,Directed,105546,,,1
1562,1917,Directed,105547,,,1
1562,1922,Directed,105548,,,1
1562,1926,Directed,105549,,,1
1562,1931,Directed,105550,,,1
1563,1567,Directed,105551,,,1
1563,1571,Directed,105552,,,1
1563,1574,Directed,105553,,,1
1563,1575,Directed,105554,,,1
1563,1587,Directed,105555,,,1
1563,1593,Directed,105556,,,1
1563,1594,Directed,105557,,,1
1563,1597,Directed,105558,,,1
1563,1603,Directed,105559,,,1
1563,1606,Directed,105560,,,1
1563,1608,Directed,105561,,,1
1563,1609,Directed,105562,,,1
1563,1613,Directed,105563,,,1
1563,1619,Directed,105564,,,1
1563,1626,Directed,105565,,,1
1563,1627,Directed,105566,,,1
1563,1628,Directed,105567,,,1
1563,1630,Directed,105568,,,1
1563,1633,Directed,105569,,,1
1563,1637,Directed,105570,,,1
1563,1640,Directed,105571,,,1
1563,1642,Directed,105572,,,1
1563,1643,Directed,105573,,,1
1563,1648,Directed,105574,,,1
1563,1650,Directed,105575,,,1
1563,1657,Directed,105576,,,1
1563,1658,Directed,105577,,,1
1563,1660,Directed,105578,,,1
1563,1664,Directed,105579,,,1
1563,1667,Directed,105580,,,1
1563,1676,Directed,105581,,,1
1563,1679,Directed,105582,,,1
1563,1682,Directed,105583,,,1
1563,1684,Directed,105584,,,1
1563,1687,Directed,105585,,,1
1563,1696,Directed,105586,,,1
1563,1706,Directed,105587,,,1
1563,1707,Directed,105588,,,1
1563,1711,Directed,105589,,,1
1563,1712,Directed,105590,,,1
1563,1714,Directed,105591,,,1
1563,1716,Directed,105592,,,1
1563,1717,Directed,105593,,,1
1563,1718,Directed,105594,,,1
1563,1722,Directed,105595,,,1
1563,1725,Directed,105596,,,1
1563,1726,Directed,105597,,,1
1563,1740,Directed,105598,,,1
1563,1743,Directed,105599,,,1
1563,1746,Directed,105600,,,1
1563,1747,Directed,105601,,,1
1563,1750,Directed,105602,,,1
1563,1753,Directed,105603,,,1
1563,1759,Directed,105604,,,1
1563,1760,Directed,105605,,,1
1563,1761,Directed,105606,,,1
1563,1763,Directed,105607,,,1
1563,1770,Directed,105608,,,1
1563,1773,Directed,105609,,,1
1563,1782,Directed,105610,,,1
1563,1792,Directed,105611,,,1
1563,1799,Directed,105612,,,1
1563,1800,Directed,105613,,,1
1563,1805,Directed,105614,,,1
1563,1807,Directed,105615,,,1
1563,1811,Directed,105616,,,1
1563,1814,Directed,105617,,,1
1563,1820,Directed,105618,,,1
1563,1823,Directed,105619,,,1
1563,1826,Directed,105620,,,1
1563,1828,Directed,105621,,,1
1563,1830,Directed,105622,,,1
1563,1833,Directed,105623,,,1
1563,1836,Directed,105624,,,1
1563,1850,Directed,105625,,,1
1563,1853,Directed,105626,,,1
1563,1856,Directed,105627,,,1
1563,1858,Directed,105628,,,1
1563,1863,Directed,105629,,,1
1563,1867,Directed,105630,,,1
1563,1870,Directed,105631,,,1
1563,1888,Directed,105632,,,1
1563,1895,Directed,105633,,,1
1563,1900,Directed,105634,,,1
1563,1902,Directed,105635,,,1
1563,1903,Directed,105636,,,1
1563,1909,Directed,105637,,,1
1563,1913,Directed,105638,,,1
1563,1920,Directed,105639,,,1
1563,1922,Directed,105640,,,1
1563,1929,Directed,105641,,,1
1563,1930,Directed,105642,,,1
1563,1932,Directed,105643,,,1
1563,1936,Directed,105644,,,1
1563,1941,Directed,105645,,,1
1564,1573,Directed,105646,,,1
1564,1575,Directed,105647,,,1
1564,1582,Directed,105648,,,1
1564,1584,Directed,105649,,,1
1564,1587,Directed,105650,,,1
1564,1590,Directed,105651,,,1
1564,1593,Directed,105652,,,1
1564,1596,Directed,105653,,,1
1564,1598,Directed,105654,,,1
1564,1609,Directed,105655,,,1
1564,1613,Directed,105656,,,1
1564,1616,Directed,105657,,,1
1564,1618,Directed,105658,,,1
1564,1623,Directed,105659,,,1
1564,1624,Directed,105660,,,1
1564,1632,Directed,105661,,,1
1564,1633,Directed,105662,,,1
1564,1647,Directed,105663,,,1
1564,1649,Directed,105664,,,1
1564,1653,Directed,105665,,,1
1564,1656,Directed,105666,,,1
1564,1669,Directed,105667,,,1
1564,1673,Directed,105668,,,1
1564,1685,Directed,105669,,,1
1564,1686,Directed,105670,,,1
1564,1687,Directed,105671,,,1
1564,1692,Directed,105672,,,1
1564,1695,Directed,105673,,,1
1564,1696,Directed,105674,,,1
1564,1698,Directed,105675,,,1
1564,1699,Directed,105676,,,1
1564,1701,Directed,105677,,,1
1564,1706,Directed,105678,,,1
1564,1713,Directed,105679,,,1
1564,1718,Directed,105680,,,1
1564,1722,Directed,105681,,,1
1564,1726,Directed,105682,,,1
1564,1727,Directed,105683,,,1
1564,1731,Directed,105684,,,1
1564,1733,Directed,105685,,,1
1564,1736,Directed,105686,,,1
1564,1737,Directed,105687,,,1
1564,1743,Directed,105688,,,1
1564,1762,Directed,105689,,,1
1564,1763,Directed,105690,,,1
1564,1764,Directed,105691,,,1
1564,1768,Directed,105692,,,1
1564,1777,Directed,105693,,,1
1564,1782,Directed,105694,,,1
1564,1788,Directed,105695,,,1
1564,1791,Directed,105696,,,1
1564,1801,Directed,105697,,,1
1564,1804,Directed,105698,,,1
1564,1809,Directed,105699,,,1
1564,1815,Directed,105700,,,1
1564,1818,Directed,105701,,,1
1564,1820,Directed,105702,,,1
1564,1822,Directed,105703,,,1
1564,1829,Directed,105704,,,1
1564,1830,Directed,105705,,,1
1564,1831,Directed,105706,,,1
1564,1833,Directed,105707,,,1
1564,1836,Directed,105708,,,1
1564,1839,Directed,105709,,,1
1564,1841,Directed,105710,,,1
1564,1842,Directed,105711,,,1
1564,1845,Directed,105712,,,1
1564,1848,Directed,105713,,,1
1564,1849,Directed,105714,,,1
1564,1850,Directed,105715,,,1
1564,1851,Directed,105716,,,1
1564,1858,Directed,105717,,,1
1564,1861,Directed,105718,,,1
1564,1865,Directed,105719,,,1
1564,1868,Directed,105720,,,1
1564,1873,Directed,105721,,,1
1564,1883,Directed,105722,,,1
1564,1892,Directed,105723,,,1
1564,1894,Directed,105724,,,1
1564,1896,Directed,105725,,,1
1564,1901,Directed,105726,,,1
1564,1902,Directed,105727,,,1
1564,1908,Directed,105728,,,1
1564,1909,Directed,105729,,,1
1564,1921,Directed,105730,,,1
1564,1926,Directed,105731,,,1
1564,1928,Directed,105732,,,1
1564,1932,Directed,105733,,,1
1564,1938,Directed,105734,,,1
1565,1566,Directed,105735,,,1
1565,1568,Directed,105736,,,1
1565,1572,Directed,105737,,,1
1565,1573,Directed,105738,,,1
1565,1575,Directed,105739,,,1
1565,1584,Directed,105740,,,1
1565,1586,Directed,105741,,,1
1565,1587,Directed,105742,,,1
1565,1590,Directed,105743,,,1
1565,1593,Directed,105744,,,1
1565,1594,Directed,105745,,,1
1565,1597,Directed,105746,,,1
1565,1601,Directed,105747,,,1
1565,1606,Directed,105748,,,1
1565,1609,Directed,105749,,,1
1565,1619,Directed,105750,,,1
1565,1627,Directed,105751,,,1
1565,1640,Directed,105752,,,1
1565,1643,Directed,105753,,,1
1565,1647,Directed,105754,,,1
1565,1650,Directed,105755,,,1
1565,1653,Directed,105756,,,1
1565,1663,Directed,105757,,,1
1565,1665,Directed,105758,,,1
1565,1670,Directed,105759,,,1
1565,1676,Directed,105760,,,1
