Source,Target,Type,Id,Label,timeset,Weight
1169,1194,Directed,87678,,,1
1169,1203,Directed,87679,,,1
1169,1205,Directed,87680,,,1
1169,1214,Directed,87681,,,1
1169,1215,Directed,87682,,,1
1169,1221,Directed,87683,,,1
1169,1223,Directed,87684,,,1
1169,1225,Directed,87685,,,1
1169,1228,Directed,87686,,,1
1169,1236,Directed,87687,,,1
1169,1237,Directed,87688,,,1
1169,1238,Directed,87689,,,1
1169,1241,Directed,87690,,,1
1169,1244,Directed,87691,,,1
1169,1251,Directed,87692,,,1
1169,1255,Directed,87693,,,1
1169,1256,Directed,87694,,,1
1169,1263,Directed,87695,,,1
1169,1265,Directed,87696,,,1
1169,1269,Directed,87697,,,1
1169,1270,Directed,87698,,,1
1169,1273,Directed,87699,,,1
1169,1280,Directed,87700,,,1
1169,1282,Directed,87701,,,1
1169,1284,Directed,87702,,,1
1169,1287,Directed,87703,,,1
1169,1289,Directed,87704,,,1
1169,1292,Directed,87705,,,1
1169,1296,Directed,87706,,,1
1169,1300,Directed,87707,,,1
1169,1308,Directed,87708,,,1
1169,1310,Directed,87709,,,1
1169,1317,Directed,87710,,,1
1169,1318,Directed,87711,,,1
1169,1323,Directed,87712,,,1
1169,1326,Directed,87713,,,1
1169,1328,Directed,87714,,,1
1169,1330,Directed,87715,,,1
1169,1339,Directed,87716,,,1
1169,1341,Directed,87717,,,1
1169,1347,Directed,87718,,,1
1169,1352,Directed,87719,,,1
1169,1361,Directed,87720,,,1
1169,1362,Directed,87721,,,1
1169,1363,Directed,87722,,,1
1169,1370,Directed,87723,,,1
1169,1374,Directed,87724,,,1
1169,1375,Directed,87725,,,1
1169,1377,Directed,87726,,,1
1169,1388,Directed,87727,,,1
1169,1392,Directed,87728,,,1
1169,1407,Directed,87729,,,1
1169,1413,Directed,87730,,,1
1169,1416,Directed,87731,,,1
1169,1418,Directed,87732,,,1
1169,1420,Directed,87733,,,1
1169,1423,Directed,87734,,,1
1169,1434,Directed,87735,,,1
1169,1435,Directed,87736,,,1
1169,1439,Directed,87737,,,1
1169,1444,Directed,87738,,,1
1169,1445,Directed,87739,,,1
1169,1451,Directed,87740,,,1
1169,1455,Directed,87741,,,1
1169,1463,Directed,87742,,,1
1169,1467,Directed,87743,,,1
1169,1469,Directed,87744,,,1
1169,1470,Directed,87745,,,1
1169,1479,Directed,87746,,,1
1169,1483,Directed,87747,,,1
1169,1486,Directed,87748,,,1
1169,1487,Directed,87749,,,1
1169,1497,Directed,87750,,,1
1169,1499,Directed,87751,,,1
1169,1500,Directed,87752,,,1
1169,1506,Directed,87753,,,1
1169,1508,Directed,87754,,,1
1169,1515,Directed,87755,,,1
1169,1517,Directed,87756,,,1
1169,1518,Directed,87757,,,1
1169,1521,Directed,87758,,,1
1169,1522,Directed,87759,,,1
1169,1524,Directed,87760,,,1
1169,1528,Directed,87761,,,1
1169,1532,Directed,87762,,,1
1169,1535,Directed,87763,,,1
1169,1536,Directed,87764,,,1
1169,1537,Directed,87765,,,1
1169,1539,Directed,87766,,,1
1169,1543,Directed,87767,,,1
1169,1545,Directed,87768,,,1
1169,1548,Directed,87769,,,1
1169,1552,Directed,87770,,,1
1169,1554,Directed,87771,,,1
1169,1555,Directed,87772,,,1
1170,1175,Directed,87773,,,1
1170,1176,Directed,87774,,,1
1170,1180,Directed,87775,,,1
1170,1184,Directed,87776,,,1
1170,1185,Directed,87777,,,1
1170,1199,Directed,87778,,,1
1170,1202,Directed,87779,,,1
1170,1211,Directed,87780,,,1
1170,1213,Directed,87781,,,1
1170,1216,Directed,87782,,,1
1170,1222,Directed,87783,,,1
1170,1235,Directed,87784,,,1
1170,1236,Directed,87785,,,1
1170,1241,Directed,87786,,,1
1170,1242,Directed,87787,,,1
1170,1243,Directed,87788,,,1
1170,1245,Directed,87789,,,1
1170,1246,Directed,87790,,,1
1170,1249,Directed,87791,,,1
1170,1251,Directed,87792,,,1
1170,1255,Directed,87793,,,1
1170,1260,Directed,87794,,,1
1170,1264,Directed,87795,,,1
1170,1266,Directed,87796,,,1
1170,1274,Directed,87797,,,1
1170,1280,Directed,87798,,,1
1170,1284,Directed,87799,,,1
1170,1294,Directed,87800,,,1
1170,1301,Directed,87801,,,1
1170,1306,Directed,87802,,,1
1170,1316,Directed,87803,,,1
1170,1319,Directed,87804,,,1
1170,1328,Directed,87805,,,1
1170,1331,Directed,87806,,,1
1170,1332,Directed,87807,,,1
1170,1334,Directed,87808,,,1
1170,1338,Directed,87809,,,1
1170,1347,Directed,87810,,,1
1170,1348,Directed,87811,,,1
1170,1351,Directed,87812,,,1
1170,1353,Directed,87813,,,1
1170,1381,Directed,87814,,,1
1170,1383,Directed,87815,,,1
1170,1384,Directed,87816,,,1
1170,1385,Directed,87817,,,1
1170,1387,Directed,87818,,,1
1170,1389,Directed,87819,,,1
1170,1393,Directed,87820,,,1
1170,1394,Directed,87821,,,1
1170,1396,Directed,87822,,,1
1170,1401,Directed,87823,,,1
1170,1403,Directed,87824,,,1
1170,1406,Directed,87825,,,1
1170,1412,Directed,87826,,,1
1170,1415,Directed,87827,,,1
1170,1419,Directed,87828,,,1
1170,1420,Directed,87829,,,1
1170,1421,Directed,87830,,,1
1170,1424,Directed,87831,,,1
1170,1427,Directed,87832,,,1
1170,1439,Directed,87833,,,1
1170,1442,Directed,87834,,,1
1170,1444,Directed,87835,,,1
1170,1446,Directed,87836,,,1
1170,1453,Directed,87837,,,1
1170,1455,Directed,87838,,,1
1170,1459,Directed,87839,,,1
1170,1462,Directed,87840,,,1
1170,1464,Directed,87841,,,1
1170,1468,Directed,87842,,,1
1170,1482,Directed,87843,,,1
1170,1488,Directed,87844,,,1
1170,1494,Directed,87845,,,1
1170,1496,Directed,87846,,,1
1170,1500,Directed,87847,,,1
1170,1503,Directed,87848,,,1
1170,1510,Directed,87849,,,1
1170,1512,Directed,87850,,,1
1170,1519,Directed,87851,,,1
1170,1522,Directed,87852,,,1
1170,1528,Directed,87853,,,1
1170,1538,Directed,87854,,,1
1170,1545,Directed,87855,,,1
1170,1553,Directed,87856,,,1
1171,1181,Directed,87857,,,1
1171,1182,Directed,87858,,,1
1171,1187,Directed,87859,,,1
1171,1193,Directed,87860,,,1
1171,1194,Directed,87861,,,1
1171,1197,Directed,87862,,,1
1171,1203,Directed,87863,,,1
1171,1206,Directed,87864,,,1
1171,1209,Directed,87865,,,1
1171,1210,Directed,87866,,,1
1171,1219,Directed,87867,,,1
1171,1225,Directed,87868,,,1
1171,1226,Directed,87869,,,1
1171,1234,Directed,87870,,,1
1171,1238,Directed,87871,,,1
1171,1249,Directed,87872,,,1
1171,1252,Directed,87873,,,1
1171,1254,Directed,87874,,,1
1171,1255,Directed,87875,,,1
1171,1256,Directed,87876,,,1
1171,1264,Directed,87877,,,1
1171,1269,Directed,87878,,,1
1171,1273,Directed,87879,,,1
1171,1297,Directed,87880,,,1
1171,1299,Directed,87881,,,1
1171,1303,Directed,87882,,,1
1171,1320,Directed,87883,,,1
1171,1322,Directed,87884,,,1
1171,1331,Directed,87885,,,1
1171,1337,Directed,87886,,,1
1171,1338,Directed,87887,,,1
1171,1344,Directed,87888,,,1
1171,1346,Directed,87889,,,1
1171,1348,Directed,87890,,,1
1171,1350,Directed,87891,,,1
1171,1353,Directed,87892,,,1
1171,1355,Directed,87893,,,1
1171,1364,Directed,87894,,,1
1171,1366,Directed,87895,,,1
1171,1380,Directed,87896,,,1
1171,1396,Directed,87897,,,1
1171,1417,Directed,87898,,,1
1171,1418,Directed,87899,,,1
1171,1425,Directed,87900,,,1
1171,1432,Directed,87901,,,1
1171,1434,Directed,87902,,,1
1171,1435,Directed,87903,,,1
1171,1443,Directed,87904,,,1
1171,1446,Directed,87905,,,1
1171,1447,Directed,87906,,,1
1171,1454,Directed,87907,,,1
1171,1460,Directed,87908,,,1
1171,1466,Directed,87909,,,1
1171,1471,Directed,87910,,,1
1171,1474,Directed,87911,,,1
1171,1483,Directed,87912,,,1
1171,1486,Directed,87913,,,1
1171,1494,Directed,87914,,,1
1171,1497,Directed,87915,,,1
1171,1499,Directed,87916,,,1
1171,1511,Directed,87917,,,1
1171,1517,Directed,87918,,,1
1171,1520,Directed,87919,,,1
1171,1521,Directed,87920,,,1
1171,1531,Directed,87921,,,1
1171,1536,Directed,87922,,,1
1171,1537,Directed,87923,,,1
1171,1539,Directed,87924,,,1
1171,1542,Directed,87925,,,1
1172,1174,Directed,87926,,,1
1172,1178,Directed,87927,,,1
1172,1181,Directed,87928,,,1
1172,1182,Directed,87929,,,1
1172,1183,Directed,87930,,,1
1172,1184,Directed,87931,,,1
1172,1185,Directed,87932,,,1
1172,1188,Directed,87933,,,1
1172,1191,Directed,87934,,,1
1172,1192,Directed,87935,,,1
1172,1193,Directed,87936,,,1
1172,1206,Directed,87937,,,1
1172,1209,Directed,87938,,,1
1172,1222,Directed,87939,,,1
1172,1235,Directed,87940,,,1
1172,1239,Directed,87941,,,1
1172,1245,Directed,87942,,,1
1172,1248,Directed,87943,,,1
1172,1250,Directed,87944,,,1
1172,1261,Directed,87945,,,1
1172,1262,Directed,87946,,,1
1172,1265,Directed,87947,,,1
1172,1269,Directed,87948,,,1
1172,1279,Directed,87949,,,1
1172,1281,Directed,87950,,,1
1172,1284,Directed,87951,,,1
1172,1286,Directed,87952,,,1
1172,1290,Directed,87953,,,1
1172,1294,Directed,87954,,,1
1172,1305,Directed,87955,,,1
1172,1310,Directed,87956,,,1
1172,1315,Directed,87957,,,1
1172,1316,Directed,87958,,,1
1172,1317,Directed,87959,,,1
1172,1321,Directed,87960,,,1
1172,1325,Directed,87961,,,1
1172,1329,Directed,87962,,,1
1172,1336,Directed,87963,,,1
1172,1337,Directed,87964,,,1
1172,1340,Directed,87965,,,1
1172,1342,Directed,87966,,,1
1172,1345,Directed,87967,,,1
1172,1358,Directed,87968,,,1
1172,1367,Directed,87969,,,1
1172,1369,Directed,87970,,,1
1172,1381,Directed,87971,,,1
1172,1388,Directed,87972,,,1
1172,1392,Directed,87973,,,1
1172,1393,Directed,87974,,,1
1172,1397,Directed,87975,,,1
1172,1408,Directed,87976,,,1
1172,1409,Directed,87977,,,1
1172,1418,Directed,87978,,,1
1172,1420,Directed,87979,,,1
1172,1421,Directed,87980,,,1
1172,1423,Directed,87981,,,1
1172,1429,Directed,87982,,,1
1172,1433,Directed,87983,,,1
1172,1445,Directed,87984,,,1
1172,1454,Directed,87985,,,1
1172,1465,Directed,87986,,,1
1172,1467,Directed,87987,,,1
1172,1468,Directed,87988,,,1
1172,1473,Directed,87989,,,1
1172,1475,Directed,87990,,,1
1172,1477,Directed,87991,,,1
1172,1478,Directed,87992,,,1
1172,1481,Directed,87993,,,1
1172,1483,Directed,87994,,,1
1172,1490,Directed,87995,,,1
1172,1493,Directed,87996,,,1
1172,1495,Directed,87997,,,1
1172,1496,Directed,87998,,,1
1172,1499,Directed,87999,,,1
1172,1501,Directed,88000,,,1
1172,1503,Directed,88001,,,1
1172,1508,Directed,88002,,,1
1172,1514,Directed,88003,,,1
1172,1515,Directed,88004,,,1
1172,1521,Directed,88005,,,1
1172,1532,Directed,88006,,,1
1172,1533,Directed,88007,,,1
1172,1536,Directed,88008,,,1
1172,1538,Directed,88009,,,1
1172,1543,Directed,88010,,,1
1172,1547,Directed,88011,,,1
1172,1552,Directed,88012,,,1
1173,1176,Directed,88013,,,1
1173,1183,Directed,88014,,,1
1173,1184,Directed,88015,,,1
1173,1193,Directed,88016,,,1
1173,1211,Directed,88017,,,1
1173,1217,Directed,88018,,,1
1173,1218,Directed,88019,,,1
1173,1220,Directed,88020,,,1
1173,1227,Directed,88021,,,1
1173,1228,Directed,88022,,,1
1173,1229,Directed,88023,,,1
1173,1237,Directed,88024,,,1
1173,1241,Directed,88025,,,1
1173,1242,Directed,88026,,,1
1173,1243,Directed,88027,,,1
1173,1247,Directed,88028,,,1
1173,1253,Directed,88029,,,1
1173,1262,Directed,88030,,,1
1173,1273,Directed,88031,,,1
1173,1276,Directed,88032,,,1
1173,1279,Directed,88033,,,1
1173,1280,Directed,88034,,,1
1173,1282,Directed,88035,,,1
1173,1287,Directed,88036,,,1
1173,1289,Directed,88037,,,1
1173,1302,Directed,88038,,,1
1173,1309,Directed,88039,,,1
1173,1311,Directed,88040,,,1
1173,1313,Directed,88041,,,1
1173,1320,Directed,88042,,,1
1173,1324,Directed,88043,,,1
1173,1329,Directed,88044,,,1
1173,1333,Directed,88045,,,1
1173,1340,Directed,88046,,,1
1173,1344,Directed,88047,,,1
1173,1345,Directed,88048,,,1
1173,1348,Directed,88049,,,1
1173,1351,Directed,88050,,,1
1173,1357,Directed,88051,,,1
1173,1369,Directed,88052,,,1
1173,1371,Directed,88053,,,1
1173,1380,Directed,88054,,,1
1173,1383,Directed,88055,,,1
1173,1388,Directed,88056,,,1
1173,1407,Directed,88057,,,1
1173,1419,Directed,88058,,,1
1173,1421,Directed,88059,,,1
1173,1425,Directed,88060,,,1
1173,1426,Directed,88061,,,1
1173,1429,Directed,88062,,,1
1173,1430,Directed,88063,,,1
1173,1434,Directed,88064,,,1
1173,1446,Directed,88065,,,1
1173,1455,Directed,88066,,,1
1173,1461,Directed,88067,,,1
1173,1464,Directed,88068,,,1
1173,1465,Directed,88069,,,1
1173,1466,Directed,88070,,,1
1173,1469,Directed,88071,,,1
1173,1477,Directed,88072,,,1
1173,1485,Directed,88073,,,1
1173,1486,Directed,88074,,,1
1173,1487,Directed,88075,,,1
1173,1497,Directed,88076,,,1
1173,1499,Directed,88077,,,1
1173,1500,Directed,88078,,,1
1173,1502,Directed,88079,,,1
1173,1506,Directed,88080,,,1
1173,1507,Directed,88081,,,1
1173,1509,Directed,88082,,,1
1173,1517,Directed,88083,,,1
1173,1519,Directed,88084,,,1
1173,1521,Directed,88085,,,1
1173,1526,Directed,88086,,,1
1173,1531,Directed,88087,,,1
1173,1535,Directed,88088,,,1
1173,1536,Directed,88089,,,1
1173,1538,Directed,88090,,,1
1173,1540,Directed,88091,,,1
1173,1541,Directed,88092,,,1
1173,1544,Directed,88093,,,1
1173,1549,Directed,88094,,,1
1173,1555,Directed,88095,,,1
1174,1178,Directed,88096,,,1
1174,1180,Directed,88097,,,1
1174,1183,Directed,88098,,,1
1174,1189,Directed,88099,,,1
1174,1198,Directed,88100,,,1
1174,1201,Directed,88101,,,1
1174,1208,Directed,88102,,,1
1174,1210,Directed,88103,,,1
1174,1213,Directed,88104,,,1
1174,1214,Directed,88105,,,1
1174,1219,Directed,88106,,,1
1174,1222,Directed,88107,,,1
1174,1225,Directed,88108,,,1
1174,1232,Directed,88109,,,1
1174,1239,Directed,88110,,,1
1174,1246,Directed,88111,,,1
1174,1248,Directed,88112,,,1
1174,1252,Directed,88113,,,1
1174,1254,Directed,88114,,,1
1174,1261,Directed,88115,,,1
1174,1270,Directed,88116,,,1
1174,1272,Directed,88117,,,1
1174,1275,Directed,88118,,,1
1174,1279,Directed,88119,,,1
1174,1280,Directed,88120,,,1
1174,1293,Directed,88121,,,1
1174,1294,Directed,88122,,,1
1174,1296,Directed,88123,,,1
1174,1305,Directed,88124,,,1
1174,1306,Directed,88125,,,1
1174,1307,Directed,88126,,,1
1174,1308,Directed,88127,,,1
1174,1320,Directed,88128,,,1
1174,1321,Directed,88129,,,1
1174,1327,Directed,88130,,,1
1174,1329,Directed,88131,,,1
1174,1330,Directed,88132,,,1
1174,1344,Directed,88133,,,1
1174,1345,Directed,88134,,,1
1174,1355,Directed,88135,,,1
1174,1360,Directed,88136,,,1
1174,1361,Directed,88137,,,1
1174,1363,Directed,88138,,,1
1174,1366,Directed,88139,,,1
1174,1367,Directed,88140,,,1
1174,1369,Directed,88141,,,1
1174,1374,Directed,88142,,,1
1174,1379,Directed,88143,,,1
1174,1382,Directed,88144,,,1
1174,1384,Directed,88145,,,1
1174,1393,Directed,88146,,,1
1174,1397,Directed,88147,,,1
1174,1398,Directed,88148,,,1
1174,1405,Directed,88149,,,1
1174,1408,Directed,88150,,,1
1174,1411,Directed,88151,,,1
1174,1419,Directed,88152,,,1
1174,1424,Directed,88153,,,1
1174,1432,Directed,88154,,,1
1174,1444,Directed,88155,,,1
1174,1454,Directed,88156,,,1
1174,1462,Directed,88157,,,1
1174,1463,Directed,88158,,,1
1174,1470,Directed,88159,,,1
1174,1471,Directed,88160,,,1
1174,1481,Directed,88161,,,1
1174,1482,Directed,88162,,,1
1174,1485,Directed,88163,,,1
1174,1492,Directed,88164,,,1
1174,1494,Directed,88165,,,1
1174,1495,Directed,88166,,,1
1174,1506,Directed,88167,,,1
1174,1507,Directed,88168,,,1
1174,1508,Directed,88169,,,1
1174,1517,Directed,88170,,,1
1174,1518,Directed,88171,,,1
1174,1521,Directed,88172,,,1
1174,1528,Directed,88173,,,1
1174,1536,Directed,88174,,,1
1174,1538,Directed,88175,,,1
1174,1541,Directed,88176,,,1
1174,1546,Directed,88177,,,1
1174,1547,Directed,88178,,,1
1174,1554,Directed,88179,,,1
1175,1182,Directed,88180,,,1
1175,1183,Directed,88181,,,1
1175,1192,Directed,88182,,,1
1175,1199,Directed,88183,,,1
1175,1200,Directed,88184,,,1
1175,1210,Directed,88185,,,1
1175,1211,Directed,88186,,,1
1175,1218,Directed,88187,,,1
1175,1219,Directed,88188,,,1
1175,1233,Directed,88189,,,1
1175,1239,Directed,88190,,,1
1175,1244,Directed,88191,,,1
1175,1245,Directed,88192,,,1
1175,1255,Directed,88193,,,1
1175,1260,Directed,88194,,,1
1175,1270,Directed,88195,,,1
1175,1271,Directed,88196,,,1
1175,1273,Directed,88197,,,1
1175,1275,Directed,88198,,,1
1175,1279,Directed,88199,,,1
1175,1283,Directed,88200,,,1
1175,1284,Directed,88201,,,1
1175,1291,Directed,88202,,,1
1175,1301,Directed,88203,,,1
1175,1305,Directed,88204,,,1
1175,1306,Directed,88205,,,1
1175,1319,Directed,88206,,,1
1175,1320,Directed,88207,,,1
1175,1322,Directed,88208,,,1
1175,1326,Directed,88209,,,1
1175,1330,Directed,88210,,,1
1175,1331,Directed,88211,,,1
1175,1334,Directed,88212,,,1
1175,1337,Directed,88213,,,1
1175,1339,Directed,88214,,,1
1175,1340,Directed,88215,,,1
1175,1344,Directed,88216,,,1
1175,1346,Directed,88217,,,1
1175,1347,Directed,88218,,,1
1175,1351,Directed,88219,,,1
1175,1352,Directed,88220,,,1
1175,1356,Directed,88221,,,1
1175,1359,Directed,88222,,,1
1175,1363,Directed,88223,,,1
1175,1370,Directed,88224,,,1
1175,1375,Directed,88225,,,1
1175,1376,Directed,88226,,,1
1175,1379,Directed,88227,,,1
1175,1381,Directed,88228,,,1
1175,1383,Directed,88229,,,1
1175,1387,Directed,88230,,,1
1175,1388,Directed,88231,,,1
1175,1389,Directed,88232,,,1
1175,1395,Directed,88233,,,1
1175,1402,Directed,88234,,,1
1175,1404,Directed,88235,,,1
1175,1420,Directed,88236,,,1
1175,1426,Directed,88237,,,1
1175,1429,Directed,88238,,,1
1175,1432,Directed,88239,,,1
1175,1438,Directed,88240,,,1
1175,1440,Directed,88241,,,1
1175,1443,Directed,88242,,,1
1175,1451,Directed,88243,,,1
1175,1465,Directed,88244,,,1
1175,1469,Directed,88245,,,1
1175,1470,Directed,88246,,,1
1175,1471,Directed,88247,,,1
1175,1472,Directed,88248,,,1
1175,1478,Directed,88249,,,1
1175,1484,Directed,88250,,,1
1175,1487,Directed,88251,,,1
1175,1489,Directed,88252,,,1
1175,1492,Directed,88253,,,1
1175,1493,Directed,88254,,,1
1175,1501,Directed,88255,,,1
1175,1502,Directed,88256,,,1
1175,1503,Directed,88257,,,1
1175,1504,Directed,88258,,,1
1175,1505,Directed,88259,,,1
1175,1510,Directed,88260,,,1
1175,1520,Directed,88261,,,1
1175,1523,Directed,88262,,,1
1175,1524,Directed,88263,,,1
1175,1528,Directed,88264,,,1
1175,1542,Directed,88265,,,1
1175,1543,Directed,88266,,,1
1175,1554,Directed,88267,,,1
1176,1196,Directed,88268,,,1
1176,1200,Directed,88269,,,1
1176,1205,Directed,88270,,,1
1176,1208,Directed,88271,,,1
1176,1211,Directed,88272,,,1
1176,1214,Directed,88273,,,1
1176,1215,Directed,88274,,,1
1176,1216,Directed,88275,,,1
1176,1218,Directed,88276,,,1
1176,1221,Directed,88277,,,1
1176,1223,Directed,88278,,,1
1176,1224,Directed,88279,,,1
1176,1229,Directed,88280,,,1
1176,1242,Directed,88281,,,1
1176,1243,Directed,88282,,,1
1176,1248,Directed,88283,,,1
1176,1250,Directed,88284,,,1
1176,1251,Directed,88285,,,1
1176,1252,Directed,88286,,,1
1176,1258,Directed,88287,,,1
1176,1259,Directed,88288,,,1
1176,1263,Directed,88289,,,1
1176,1267,Directed,88290,,,1
1176,1274,Directed,88291,,,1
1176,1281,Directed,88292,,,1
1176,1284,Directed,88293,,,1
1176,1288,Directed,88294,,,1
1176,1289,Directed,88295,,,1
1176,1290,Directed,88296,,,1
1176,1295,Directed,88297,,,1
1176,1300,Directed,88298,,,1
1176,1301,Directed,88299,,,1
1176,1302,Directed,88300,,,1
1176,1307,Directed,88301,,,1
1176,1309,Directed,88302,,,1
1176,1311,Directed,88303,,,1
1176,1313,Directed,88304,,,1
